arbitary,-469258889
implies,2130806285
reasoning,-1256329555
kmr,-1158817185
po,250147167
cwru,-1265506617
ryan,1032364445
then,654841925
keep,796450797
same,-1299338655
because,-258313229
rarely,1793314173
ever,1137280839
answer,1286981839
nope,1758896755
ve,-2114412705
answered,1877111735
each,636485945
posed,-539722053
multiple,-1782998611
how,-1383905637
long,576680067
does,1212952891
stay,-1927399391
around,-1245300907
before,1796932657
becomes,1311921919
default,-1889317565
where,-972901517
cutoff,248558599
point,-50900229
exact,-1409098151
least,-855074545
few,-587153733
years,-534534431
surely,830826763
notion,-1212314757
account,-409961591
changes,1179704899
population,-474165795
makeup,-1920753251
specifically,813754035
talking,1077868531
arguing,-2044831225
interpreted,392432177
offensive,-396471159
larger,-2129559601
portion,1841619347
ago,1268890993
discuss,1911863471
merits,-1734596633
racism,1728061887
psycholgical,1358664863
benefits,-1113388315
experienced,206975043
speak,-1996411107
experiencing,1878775739
someone,-2030401743
believe,-1885442053
pretty,-943354955
impossible,-215325137
ideal,1991128033
determine,139498915
course,1476536841
suits,-384991359
possible,569458443
warrants,1923425793
psychological,-458851199
burdens,-508355835
too,353459363
racist,-1137368735
done,2095648151
parallelism,-1572626473
former,1236067207
meant,-489318955
phrase,-1076414933
gained,-1296504057
fully,-763734389
understood,905763939
judged,-2083701677
persons,1901763635
actually,-1365459257
parallel,-1861375969
happens,1438244229
poor,-1803899331
sandvik,-292412277
newton,24147029
apple,-1551214543
kent,-867182311
borrow,-1606692357
color,-900740233
until,1859963579
seen,1745533973
might,-1106324319
interpretation,-2095098205
wouldn,-1136784195
couldn,-27139787
judge,2076709107
subjectively,-237127667
objectivity,-1992753265
applicable,-1046426595
wanting,428169729
bobbe,-614628833
vice,-1067591589
ico,1640485721
tek,-1983477601
robert,-1521547213
beauchaine,1341367715
isn,1199518955
shooting,298366211
analogy,1589075651
continue,-82168887
car,1353870167
realizing,1169399667
sooner,1290885563
later,-488133279
going,2045275617
killed,535537253
automobile,1675663353
accident,950950447
result,-738634909
driving,-1289118381
yet,-2002058073
sufficient,-303329343
evidence,239632807
conclude,-1329974699
kill,-1607015515
during,774746833
lifetime,-486885347
everyone,2023228613
cause,-1835150927
involved,859628861
fatal,-3221343
likelihood,1487483223
surprisingly,942299977
firing,-1802588983
squad,-1485801041
gun,-1550985553
blanks,-1413822799
guilty,-207518519
taking,-810266977
human,-90619885
situation,-986087921
action,219576957
prevent,1177625065
either,-1077827243
myself,-1068758899
note,-1404167181
occur,1001494215
always,4568085
options,-862596047
thank,1308981465
basically,-1366371741
getting,-1333130183
bit,-1600937201
tired,-2016080499
probabilistic,781021331
attempting,-263417569
condescending,-773189783
usually,505499617
consolation,1218047913
bastard,1896879089
lethal,-683192619
injection,1164929029
value,2103122215
solely,263472659
statistical,1767687213
approach,-1195895001
sound,-798092707
unswerving,1156669729
adherent,-561982417
needs,1201574569
fuck,-1060450349
found,-1052952389
risk,1003572483
acceptable,-1469489027
likely,1789955487
plane,1377376773
crash,-670800439
electric,1569341481
blender,561539851
executed,287187851
fudge,-2100915157
factor,-1296083227
necessary,330495953
approve,-1179486857
penalty,2040744403
shortcomings,-874579037
doesn,-622129645
reasonable,-1813550715
sole,246355871
aside,972625293
revenge,1580935585
majority,-1291625599
support,1587210853
fairness,1619299535
favor,355864005
deserves,73301027
fair,773051125
victim,-1788625791
died,-1396719515
petty,-88704261
pathetic,-2094104739
perhaps,192382941
minority,309436169
local,470151827
televised,894040653
hot,-2014556033
topic,-2004138205
show,-219711235
recently,-1321565597
segment,2113008601
advocate,486084179
jurisprudence,-972099051
cited,1226968727
main,-1392503315
supporting,-1712297605
deserved,293780485
compassion,-924196025
forgiveness,-2106962359
sympathy,-463860035
wrongs,-1904826081
lengths,-896372473
advantage,843403669
removed,-1368415923
similar,-1705739465
forced,642348659
him,-1080321261
kills,1616709021
apply,-1464498879
turn,533077059
entire,1079964915
stating,1897556347
sacred,-682963785
somehow,1301390579
violated,-1350941233
imprisonment,664429533
really,-262402985
released,386521971
undo,1522583493
served,1079618393
shouldn,182871721
imprision,-1909522589
watch,1715853951
closely,-251997113
instead,1851312793
cost,1433092145
especially,559130991
implanted,-263158449
electronic,-148464225
device,-1096635517
alive,1518808535
prison,-1190999503
chair,-264187983
once,-1803931159
criminal,-858873865
committed,552668703
desires,-1736084209
irrelevant,-967924517
concerned,1680117123
due,-786760717
possibility,-1143734785
concern,611205435
shared,-903353429
logic,824328767
administer,-430021633
minimum,-307836493
avoid,-2095727343
violating,1973501735
convicted,-1414065293
reasonably,-870181811
considered,-697899033
being,246530285
introduced,-1665429881
inability,1013287025
totally,-1752682537
lack,-1271172033
absolutely,1987220591
collective,1255232791
decides,-1185678137
carry,454546161
burden,-1412473707
executing,-411438337
citizens,960734097
blame,-1887835451
blood,1990290071
voter,-753897547
casts,-400945243
ballot,2077533469
part,-884197813
accepts,-1409270959
member,-1706405093
gets,-1969992769
convince,633391933
others,-721390617
members,1202676891
accepted,75915161
similarly,152392987
drives,350126297
accept,-90530343
traffic,1547370117
accidents,2067584819
happen,2108797597
objection,-1792120431
cruel,-1729678543
unusual,1571639461
circumstances,-1543325183
painless,-1167084889
occurred,1127197873
frequently,-239625909
dawn,885884401
time,-1603184909
hardly,387979471
issue,-920985239
numbers,1658112357
taken,-1314291461
innocents,460266381
causes,-2031791731
singled,148726813
accidental,-155339903
false,-1732182237
though,-547829439
fun,16631047
debate,-1946396027
able,1211917577
term,-2011100401
said,-959374019
sanctions,514405103
sorts,-2115371231
executions,1088541657
risks,1029539943
probability,-682194595
air,-426487469
state,653772439
administers,-852948905
actions,-63963563
probablity,268312493
doing,-217549771
activity,-1836048519
presumably,-544740831
isolated,420997847
yourself,113171845
rest,1543532853
airlines,670987929
flying,-1935256025
punishments,2085518723
inflicted,-1312871373
unwilling,2015275023
prisoners,-1501713445
courts,412828129
ourselves,-1742393493
willingly,892722551
argue,1905229917
law,-745523825
someday,1634979483
fact,231276605
criminals,-595191933
free,498058589
trying,1835581631
else,86315225
felt,1087995103
vey,2055970203
afterwards,1104674495
expected,357078219
given,-1837762737
vehicals,-1008454571
witness,-786352519
fault,-568729829
actual,-2102101199
commented,-549378213
depend,-702681725
witnesses,-62602547
sincere,-1021641487
mistakes,387438545
possibilty,-769516007
error,1895031739
invalidating,-345766395
involves,1200638421
appeals,-1565718427
dictionaries,-1707465657
okay,2072254973
call,-1522686555
murders,670399821
matter,-831683467
decide,1387972383
reasons,517246937
consequences,-1961706137
play,2083951801
games,640988905
pretend,2116990949
opinion,1970064281
ought,1081677765
run,2128824063
murdered,-1352031773
shares,-329250121
definitions,-825371483
include,-543165781
malicious,1457717763
intent,1452168253
ramifications,-866495341
discussing,1367624459
showing,1154785371
thing,1806537865
terms,1867458519
allowing,-296130741
re,-1085859737
minds,-603661047
knowing,-561668621
certain,464768623
court,761107189
systems,747505781
principle,-1041368083
doubt,-874319181
sorry,-1885394199
quoting,2065356199
accurately,-1155042083
looking,1746051117
thinking,86856537
voting,76785765
execute,120519595
unfair,2073466853
slide,141134967
jury,1751565039
persuaded,-1280639559
serious,2133522023
conviction,-371062255
absolute,-365860325
method,808843185
approximate,776992667
twelve,-2007683861
convinced,-1474031939
moreover,1535971481
comes,1563552557
sufficiently,-1418821393
prejudiced,371954411
background,1376074013
allow,-474680463
laugh,-1155335665
knew,-1691592663
quoted,202565755
distinguish,2018920241
flawed,-1777893127
almost,-598468897
huge,1404210987
cannot,-1813831507
degree,-412147627
fairly,670043203
goals,-345708491
supposed,-949776591
promote,-338592639
waste,-517442791
devise,885525347
exist,-2021526295
confront,-1446262765
remember,-1302426799
important,1047533795
theories,-337481153
apart,769224033
justice,2121330905
row,-2122685613
dozen,-326009911
hundred,-605784147
none,-1751097909
decent,-978096285
realize,-657028351
correctness,-771858735
says,32964777
wave,-782053593
magic,1294459085
wand,-1600599095
types,-1901260017
working,-393361367
hope,-1165555197
close,-1209449671
recognize,1450510689
punishing,-2065135843
bear,-928139891
responsibility,1337405691
murdering,-1644867437
maybe,-741751559
gee,-2143056379
wonder,2122101369
strictly,-850421727
willing,-1227959863
preferable,-729677781
face,1209376331
sheltering,-1183859133
ceremonies,549145751
separating,-1929671167
pack,884883999
lest,1625648917
forget,-295327405
seriously,-1676327427
presents,1870170817
country,-1327767963
omniscience,-1511547957
practice,-637396613
along,448947547
mr,1491354301
start,-1119997459
ask,-872278863
depends,1166703811
predictably,-201048827
whole,-932400685
falls,-626185605
means,-29471751
implemented,-688673013
rape,-1306005925
guilt,-1147686987
rapist,1645671611
thrown,-1561156843
cage,1261542893
tiger,973231507
mauled,925828443
wait,-620328875
commit,1178638117
crime,-344461755
implant,202730885
devices,-1221201853
potential,-1125181563
communists,1358785461
follow,413796003
proposing,-133924305
punish,866409911
ssauyet,-1027762193
eagle,-645364115
wesleyan,1353830927
scott,-1993599607
sauyet,-906573327
assumption,455242045
agree,-257368217
commited,-679502209
intentionally,392640595
instance,729424743
bullet,-1415222111
contain,1084701351
guess,-1320691655
made,1174268303
interested,-932358743
otherwise,295888503
bottom,-1794283425
essence,855838243
expanding,-1805285251
occurence,-528010689
bad,-353069761
recursively,-963579259
infinite,-1975023997
meaning,-527605693
deduced,480672689
problem,114784877
correct,210568643
several,1178302913
cases,-857945483
function,-1176147569
assigns,991571973
integer,804472147
product,907925645
integers,-1315997213
equal,-21064025
inductively,1144692907
follows,37511583
math,-846841255
lesson,-1263361387
let,-21294433
look,-444477077
suppose,504132445
longstanding,-548826101
feud,-699554727
two,105906371
families,-1998381329
travesty,628385181
distant,774377625
past,433412853
family,-437597621
justified,-1598867739
sequence,-541927935
dealing,1241348477
essentially,-434268079
ending,2042787115
loop,1545643461
slayings,1112267523
existent,-824725995
resolve,-877084797
reduce,-82020481
nested,2141336653
finite,-1062328251
humanity,-957650231
enough,-1140764497
induction,1706047205
solve,-1373827783
apparently,-1673994613
wainwright,1782000019
eczcaw,443048219
mips,-433243993
nott,-426067425
ac,1803837313
homophobe,-1808407855
act,-953284733
rallies,-509502181
beleive,421574163
real,-1509239647
actively,-1206707583
attacks,-1675504395
homosexuals,1117483375
latent,-663516461
homosexual,1720252867
uses,810629637
hostility,14944131
conceal,139051695
orientation,-1640298067
disapproves,-623562499
condemns,327550119
homosexuality,648186649
implication,1650272553
bisexual,-894495481
crap,1304567359
phobe,-1880487247
phobia,1668796133
irrational,805870941
fear,-682497339
hence,1824518591
meetings,1083603271
general,-1563078711
thou,-1202372067
prefer,2014538043
communicate,666469691
spider,870107247
open,999606587
space,-307276847
english,1601982405
obviously,2025922825
react,1286984299
strike,-2111219359
away,1266414797
processes,-174978799
definately,-1919644809
homophobia,2108109333
gay,-1538412683
themselves,-273598527
violence,-491504251
remarks,850705755
merely,598809099
parenthetical,-205623789
mine,1758686015
add,-1497819171
useful,1944426787
evolutionary,-1296885491
limiting,1046861665
growth,-734677247
occurs,1826051255
generation,-1500694045
pass,-882027153
traits,625827647
subsequent,2062207399
generations,1686872939
sense,-1250824809
intend,1164480861
nowhere,291503609
sex,50142007
children,-480360965
hmm,-1162992293
overpopulated,-358006279
monty,-1993661639
python,-360917671
song,422926955
sperm,-1218710229
limit,-1145798253
arguement,-1816334247
consider,180207485
context,-1416484255
basic,-837453409
requirements,-911586843
procreate,-32055423
